ID;data;hora;campeonato_id;fase;mandante_id;mandante_placar;visitante_placar;visitante_id;mandante_penalti;visitante_penalti;prorrogacao
1;07/08/1971;;1;1R;13;0;0;2;;;0
2;07/08/1971;;1;1R;3;1;1;28;;;0
3;07/08/1971;;1;1R;6;0;0;30;;;0
4;07/08/1971;;1;1R;26;1;4;11;;;0
5;07/08/1971;;1;1R;15;1;0;8;;;0
6;07/08/1971;;1;1R;10;0;3;1;;;0
7;07/08/1971;;1;1R;9;0;0;7;;;0
8;07/08/1971;;1;1R;4;1;0;19;;;0
9;07/08/1971;;1;1R;22;0;0;12;;;0
10;07/08/1971;;1;1R;17;0;2;5;;;0
11;11/08/1971;;1;1R;15;0;2;2;;;0
12;11/08/1971;;1;1R;13;1;1;8;;;0
13;11/08/1971;;1;1R;30;0;2;1;;;0
14;11/08/1971;;1;1R;22;0;1;11;;;0
15;11/08/1971;;1;1R;5;2;1;19;;;0
16;12/08/1971;;1;1R;26;1;0;12;;;0
17;14/08/1971;;1;1R;28;1;1;30;;;0
18;14/08/1971;;1;1R;1;1;1;3;;;0
19;14/08/1971;;1;1R;8;1;1;6;;;0
20;14/08/1971;;1;1R;2;3;1;10;;;0
21;15/08/1971;;1;1R;5;2;0;9;;;0
22;15/08/1971;;1;1R;13;3;0;15;;;0
23;15/08/1971;;1;1R;22;0;0;26;;;0
24;15/08/1971;;1;1R;7;0;1;12;;;0
25;15/08/1971;;1;1R;11;0;0;4;;;0
26;15/08/1971;;1;1R;17;2;1;19;;;0
27;18/08/1971;;1;1R;28;0;0;1;;;0
28;18/08/1971;;1;1R;2;0;0;6;;;0
29;18/08/1971;;1;1R;7;2;1;17;;;0
30;18/08/1971;;1;1R;13;0;1;10;;;0
31;21/08/1971;;1;1R;22;1;0;7;;;0
32;21/08/1971;;1;1R;17;1;0;26;;;0
33;21/08/1971;;1;1R;8;0;1;3;;;0
34;21/08/1971;;1;1R;11;0;0;5;;;0
35;21/08/1971;;1;1R;9;2;1;4;;;0
36;22/08/1971;;1;1R;2;0;0;30;;;0
37;22/08/1971;;1;1R;1;1;1;6;;;0
38;22/08/1971;;1;1R;15;0;0;10;;;0
39;22/08/1971;;1;1R;12;0;3;19;;;0
40;25/08/1971;;1;1R;4;1;1;5;;;0
41;25/08/1971;;1;1R;17;0;1;9;;;0
42;25/08/1971;;1;1R;26;2;2;7;;;0
43;25/08/1971;;1;1R;3;4;0;13;;;0
44;25/08/1971;;1;1R;1;2;0;15;;;0
45;25/08/1971;;1;1R;6;2;1;28;;;0
46;26/08/1971;;1;1R;8;1;1;30;;;0
47;26/08/1971;;1;1R;11;4;1;19;;;0
48;28/08/1971;;1;1R;15;1;1;3;;;0
49;29/08/1971;;1;1R;13;0;0;28;;;0
50;29/08/1971;;1;1R;17;0;2;12;;;0
51;29/08/1971;;1;1R;10;0;0;8;;;0
52;29/08/1971;;1;1R;9;0;1;19;;;0
53;29/08/1971;;1;1R;26;2;2;4;;;0
54;29/08/1971;;1;1R;5;6;0;22;;;0
55;29/08/1971;;1;1R;7;0;1;11;;;0
56;01/09/1971;;1;1R;3;2;0;10;;;0
57;01/09/1971;;1;1R;13;1;3;30;;;0
58;01/09/1971;;1;1R;1;1;0;2;;;0
59;01/09/1971;;1;1R;12;1;1;9;;;0
60;01/09/1971;;1;1R;26;1;0;5;;;0
61;01/09/1971;;1;1R;22;0;3;4;;;0
62;01/09/1971;;1;1R;19;1;0;7;;;0
63;02/09/1971;;1;1R;15;0;1;6;;;0
64;02/09/1971;;1;1R;28;1;1;8;;;0
65;04/09/1971;;1;1R;5;0;0;12;;;0
66;04/09/1971;;1;1R;4;1;0;7;;;0
67;05/09/1971;;1;1R;3;2;1;2;;;0
68;05/09/1971;;1;1R;13;0;1;6;;;0
69;05/09/1971;;1;1R;8;1;1;1;;;0
70;05/09/1971;;1;1R;15;0;3;30;;;0
71;05/09/1971;;1;1R;10;1;1;28;;;0
72;05/09/1971;;1;1R;9;2;2;11;;;0
73;05/09/1971;;1;1R;17;2;1;22;;;0
74;07/09/1971;;1;1R;12;1;0;4;;;0
75;08/09/1971;;1;1R;30;2;0;3;;;0
76;08/09/1971;;1;1R;22;0;0;9;;;0
77;08/09/1971;;1;1R;26;3;2;19;;;0
78;08/09/1971;;1;1R;11;2;3;17;;;0
79;09/09/1971;;1;1R;6;2;1;10;;;0
80;09/09/1971;;1;1R;2;3;0;28;;;0
81;11/09/1971;;1;1R;11;1;0;12;;;0
82;11/09/1971;;1;1R;17;0;1;4;;;0
83;11/09/1971;;1;1R;22;0;0;19;;;0
84;11/09/1971;;1;1R;7;0;1;5;;;0
85;11/09/1971;;1;1R;26;2;2;9;;;0
86;12/09/1971;;1;1R;15;1;0;28;;;0
87;12/09/1971;;1;1R;8;1;0;2;;;0
88;12/09/1971;;1;1R;1;0;0;13;;;0
89;12/09/1971;;1;1R;3;2;2;6;;;0
90;12/09/1971;;1;1R;10;2;1;30;;;0
91;18/09/1971;;1;1R;2;0;0;19;;;0
92;18/09/1971;;1;1R;15;0;1;11;;;0
93;18/09/1971;;1;1R;12;0;0;10;;;0
94;19/09/1971;;1;1R;4;1;2;8;;;0
95;19/09/1971;;1;1R;26;0;0;6;;;0
96;19/09/1971;;1;1R;17;2;0;1;;;0
97;19/09/1971;;1;1R;5;0;0;13;;;0
98;19/09/1971;;1;1R;7;0;0;30;;;0
99;19/09/1971;;1;1R;9;1;0;28;;;0
100;19/09/1971;;1;1R;22;0;2;3;;;0
101;22/09/1971;;1;1R;11;0;0;3;;;0
102;25/09/1971;;1;1R;8;1;1;17;;;0
103;25/09/1971;;1;1R;3;2;2;26;;;0
104;25/09/1971;;1;1R;1;1;0;22;;;0
105;25/09/1971;;1;1R;19;0;3;30;;;0
106;26/09/1971;;1;1R;15;0;1;12;;;0
107;26/09/1971;;1;1R;28;1;2;4;;;0
108;26/09/1971;;1;1R;9;1;1;2;;;0
109;26/09/1971;;1;1R;7;0;0;6;;;0
110;26/09/1971;;1;1R;13;1;2;11;;;0
111;26/09/1971;;1;1R;10;1;1;5;;;0
112;29/09/1971;;1;1R;30;2;1;5;;;0
113;02/10/1971;;1;1R;9;2;0;30;;;0
114;02/10/1971;;1;1R;11;3;1;28;;;0
115;03/10/1971;;1;1R;22;0;1;10;;;0
116;03/10/1971;;1;1R;5;0;1;2;;;0
117;03/10/1971;;1;1R;4;3;1;6;;;0
118;03/10/1971;;1;1R;8;0;0;12;;;0
119;03/10/1971;;1;1R;1;1;0;19;;;0
120;03/10/1971;;1;1R;17;1;0;3;;;0
121;03/10/1971;;1;1R;15;0;1;7;;;0
122;03/10/1971;;1;1R;13;2;0;26;;;0
123;06/10/1971;;1;1R;10;1;1;9;;;0
124;06/10/1971;;1;1R;26;1;1;1;;;0
125;06/10/1971;;1;1R;12;2;0;28;;;0
126;09/10/1971;;1;1R;28;0;0;26;;;0
127;09/10/1971;;1;1R;6;1;0;11;;;0
128;10/10/1971;;1;1R;15;0;2;4;;;0
129;10/10/1971;;1;1R;7;1;0;8;;;0
130;10/10/1971;;1;1R;3;1;1;5;;;0
131;10/10/1971;;1;1R;22;0;0;2;;;0
132;10/10/1971;;1;1R;1;1;0;12;;;0
133;10/10/1971;;1;1R;10;0;1;19;;;0
134;10/10/1971;;1;1R;13;1;1;9;;;0
135;10/10/1971;;1;1R;17;2;1;30;;;0
136;13/10/1971;;1;1R;28;2;0;17;;;0
137;13/10/1971;;1;1R;8;1;0;19;;;0
138;16/10/1971;;1;1R;7;2;0;3;;;0
139;16/10/1971;;1;1R;4;0;1;2;;;0
140;17/10/1971;;1;1R;26;1;1;8;;;0
141;17/10/1971;;1;1R;9;1;0;1;;;0
142;17/10/1971;;1;1R;10;2;0;11;;;0
143;17/10/1971;;1;1R;12;2;2;30;;;0
144;17/10/1971;;1;1R;17;2;0;13;;;0
145;17/10/1971;;1;1R;5;5;1;15;;;0
146;17/10/1971;;1;1R;22;1;0;6;;;0
147;20/10/1971;;1;1R;15;2;1;17;;;0
148;20/10/1971;;1;1R;13;3;1;22;;;0
149;23/10/1971;;1;1R;10;1;1;4;;;0
150;23/10/1971;;1;1R;3;5;1;19;;;0
151;23/10/1971;;1;1R;6;0;0;9;;;0
152;24/10/1971;;1;1R;8;1;3;11;;;0
153;24/10/1971;;1;1R;1;1;0;7;;;0
154;24/10/1971;;1;1R;15;1;1;26;;;0
155;24/10/1971;;1;1R;22;0;1;30;;;0
156;24/10/1971;;1;1R;5;0;0;28;;;0
157;24/10/1971;;1;1R;2;2;0;12;;;0
158;27/10/1971;;1;1R;19;3;1;6;;;0
159;27/10/1971;;1;1R;17;1;0;2;;;0
160;27/10/1971;;1;1R;7;0;0;28;;;0
161;30/10/1971;;1;1R;11;1;1;2;;;0
162;30/10/1971;;1;1R;26;0;2;10;;;0
163;30/10/1971;;1;1R;5;2;1;1;;;0
164;30/10/1971;16:00;1;1R;30;2;0;4;;;0
165;31/10/1971;;1;1R;22;0;1;8;;;0
166;31/10/1971;;1;1R;13;0;0;7;;;0
167;31/10/1971;;1;1R;12;1;0;6;;;0
168;31/10/1971;;1;1R;15;0;0;19;;;0
169;31/10/1971;;1;1R;3;3;1;9;;;0
170;06/11/1971;;1;1R;9;2;1;15;;;0
171;06/11/1971;;1;1R;12;0;0;3;;;0
172;06/11/1971;;1;1R;10;2;1;7;;;0
173;07/11/1971;;1;1R;11;3;1;30;;;0
174;07/11/1971;;1;1R;8;0;0;5;;;0
175;07/11/1971;;1;1R;26;0;1;2;;;0
176;07/11/1971;;1;1R;1;0;1;4;;;0
177;07/11/1971;;1;1R;13;1;0;19;;;0
178;07/11/1971;;1;1R;17;0;0;6;;;0
179;07/11/1971;;1;1R;28;2;0;22;;;0
180;10/11/1971;;1;1R;4;0;0;13;;;0
181;13/11/1971;;1;1R;7;3;1;2;;;0
182;13/11/1971;;1;1R;19;1;0;28;;;0
183;14/11/1971;;1;1R;9;3;0;8;;;0
184;14/11/1971;;1;1R;17;2;0;10;;;0
185;14/11/1971;;1;1R;11;1;1;1;;;0
186;14/11/1971;;1;1R;3;0;0;4;;;0
187;14/11/1971;;1;1R;13;1;0;12;;;0
188;14/11/1971;;1;1R;6;2;2;5;;;0
189;14/11/1971;;1;1R;22;1;2;15;;;0
190;14/11/1971;;1;1R;26;0;0;30;;;0
191;20/11/1971;;1;B;9;1;1;2;;;0
192;20/11/1971;;1;C;4;1;1;17;;;0
193;21/11/1971;;1;A;30;0;0;5;;;0
194;21/11/1971;;1;B;3;2;1;12;;;0
195;21/11/1971;;1;C;1;1;1;6;;;0
196;21/11/1971;;1;A;10;1;0;11;;;0
197;24/11/1971;;1;A;5;0;2;10;;;0
198;24/11/1971;;1;A;11;1;0;30;;;0
199;24/11/1971;;1;C;6;3;3;4;;;0
200;24/11/1971;;1;C;17;0;1;1;;;0
201;25/11/1971;;1;B;12;2;0;9;;;0
202;25/11/1971;;1;B;2;2;1;3;;;0
203;27/11/1971;;1;A;10;1;0;30;;;0
204;28/11/1971;;1;C;4;3;1;1;;;0
205;28/11/1971;;1;B;9;1;4;3;;;0
206;28/11/1971;;1;C;17;1;0;6;;;0
207;28/11/1971;;1;B;12;0;0;2;;;0
208;28/11/1971;;1;A;5;1;0;11;;;0
209;01/12/1971;;1;A;10;1;1;5;;;0
210;01/12/1971;;1;A;30;3;1;11;;;0
211;01/12/1971;;1;B;9;3;0;12;;;0
212;01/12/1971;;1;B;3;2;0;2;;;0
213;02/12/1971;;1;C;4;0;1;6;;;0
214;02/12/1971;;1;C;1;2;0;17;;;0
215;04/12/1971;;1;A;11;0;0;10;;;0
216;04/12/1971;;1;B;12;1;1;3;;;0
217;05/12/1971;;1;C;6;3;1;1;;;0
218;05/12/1971;;1;C;17;0;0;4;;;0
219;05/12/1971;;1;B;2;0;1;9;;;0
220;05/12/1971;;1;A;5;0;0;30;;;0
221;08/12/1971;;1;A;10;1;1;30;;;0
222;08/12/1971;;1;A;11;2;0;5;;;0
223;09/12/1971;;1;B;2;4;0;12;;;0
224;09/12/1971;;1;B;3;0;1;9;;;0
225;09/12/1971;;1;C;1;0;0;4;;;0
226;09/12/1971;;1;C;6;3;0;17;;;0
227;12/12/1971;;1;A;3;1;0;10;;;0
228;15/12/1971;;1;A;10;4;1;6;;;0
229;19/12/1971;;1;A;6;0;1;3;;;0
230;09/09/1972;;1;1F;5;0;0;28;;;0
231;09/09/1972;;1;1F;18;0;0;32;;;0
232;09/09/1972;;1;1F;6;1;1;2;;;0
233;10/09/1972;;1;1F;3;0;1;12;;;0
234;10/09/1972;;1;1F;1;2;0;10;;;0
235;10/09/1972;;1;1F;8;1;1;30;;;0
236;10/09/1972;;1;1F;13;1;0;34;;;0
237;10/09/1972;;1;1F;20;0;0;26;;;0
238;10/09/1972;;1;1F;11;1;1;7;;;0
239;10/09/1972;;1;1F;17;1;0;4;;;0
240;10/09/1972;;1;1F;44;1;3;22;;;0
241;10/09/1972;;1;1F;39;0;0;45;;;0
242;13/09/1972;;1;1F;22;3;1;9;;;0
243;13/09/1972;;1;1F;45;0;2;7;;;0
244;13/09/1972;;1;1F;39;0;3;10;;;0
245;13/09/1972;;1;1F;20;1;2;5;;;0
246;13/09/1972;;1;1F;44;0;1;2;;;0
247;13/09/1972;;1;1F;1;1;0;3;;;0
248;13/09/1972;;1;1F;19;0;1;26;;;0
249;13/09/1972;;1;1F;17;0;0;6;;;0
250;13/09/1972;;1;1F;28;0;0;11;;;0
251;13/09/1972;;1;1F;32;0;0;12;;;0
252;13/09/1972;;1;1F;13;0;0;30;;;0
253;13/09/1972;;1;1F;34;0;0;8;;;0
254;14/09/1972;;1;1F;18;0;3;4;;;0
255;16/09/1972;;1;1F;20;0;1;7;;;0
256;17/09/1972;;1;1F;45;1;4;5;;;0
257;17/09/1972;;1;1F;28;2;2;19;;;0
258;17/09/1972;;1;1F;18;1;0;2;;;0
259;17/09/1972;;1;1F;11;1;1;3;;;0
260;17/09/1972;;1;1F;26;1;1;30;;;0
261;17/09/1972;;1;1F;6;1;2;1;;;0
262;17/09/1972;;1;1F;22;1;1;10;;;0
263;17/09/1972;;1;1F;17;1;0;13;;;0
264;17/09/1972;;1;1F;39;1;2;9;;;0
265;17/09/1972;;1;1F;32;1;0;8;;;0
266;17/09/1972;;1;1F;44;1;1;4;;;0
267;17/09/1972;;1;1F;34;1;3;12;;;0
268;20/09/1972;;1;1F;26;0;0;44;;;0
269;20/09/1972;;1;1F;5;0;1;11;;;0
270;20/09/1972;;1;1F;45;0;0;20;;;0
271;20/09/1972;;1;1F;39;3;3;34;;;0
272;20/09/1972;;1;1F;17;0;0;2;;;0
273;20/09/1972;;1;1F;12;3;0;30;;;0
274;20/09/1972;;1;1F;22;0;0;18;;;0
275;20/09/1972;;1;1F;9;1;0;1;;;0
276;20/09/1972;;1;1F;4;2;2;6;;;0
277;20/09/1972;;1;1F;13;1;1;32;;;0
278;21/09/1972;;1;1F;10;1;1;19;;;0
279;21/09/1972;;1;1F;8;1;0;3;;;0
280;21/09/1972;;1;1F;28;0;0;7;;;0
281;23/09/1972;;1;1F;4;3;0;26;;;0
282;23/09/1972;;1;1F;12;1;2;9;;;0
283;24/09/1972;;1;1F;45;0;0;19;;;0
284;24/09/1972;;1;1F;22;0;0;1;;;0
285;24/09/1972;;1;1F;17;2;0;44;;;0
286;24/09/1972;;1;1F;5;1;0;13;;;0
287;24/09/1972;;1;1F;10;0;0;8;;;0
288;24/09/1972;;1;1F;7;2;1;2;;;0
289;24/09/1972;;1;1F;34;2;0;11;;;0
290;24/09/1972;;1;1F;18;0;0;28;;;0
291;24/09/1972;;1;1F;20;1;1;30;;;0
292;24/09/1972;;1;1F;39;1;2;3;;;0
293;24/09/1972;;1;1F;32;1;1;6;;;0
294;27/09/1972;;1;1F;20;2;1;19;;;0
295;27/09/1972;;1;1F;17;3;0;18;;;0
296;27/09/1972;;1;1F;45;0;1;30;;;0
297;27/09/1972;;1;1F;44;0;2;28;;;0
298;27/09/1972;;1;1F;34;1;2;6;;;0
299;27/09/1972;;1;1F;22;1;3;3;;;0
300;27/09/1972;;1;1F;4;1;1;9;;;0
301;27/09/1972;;1;1F;13;0;1;8;;;0
302;27/09/1972;;1;1F;32;2;2;11;;;0
303;27/09/1972;;1;1F;7;1;2;5;;;0
304;27/09/1972;;1;1F;39;1;1;1;;;0
305;28/09/1972;;1;1F;26;2;0;12;;;0
306;28/09/1972;;1;1F;2;1;0;10;;;0
307;30/09/1972;;1;1F;20;1;2;4;;;0
308;30/09/1972;;1;1F;13;0;0;1;;;0
309;01/10/1972;;1;1F;34;2;2;9;;;0
310;01/10/1972;;1;1F;3;2;0;17;;;0
311;01/10/1972;;1;1F;6;0;2;30;;;0
312;01/10/1972;;1;1F;26;4;1;28;;;0
313;01/10/1972;;1;1F;22;1;3;8;;;0
314;01/10/1972;;1;1F;32;0;1;10;;;0
315;01/10/1972;;1;1F;18;0;0;7;;;0
316;01/10/1972;;1;1F;44;0;1;5;;;0
317;01/10/1972;;1;1F;39;1;2;12;;;0
318;01/10/1972;;1;1F;11;3;2;19;;;0
319;01/10/1972;;1;1F;45;1;3;2;;;0
320;04/10/1972;;1;1F;34;1;1;10;;;0
321;04/10/1972;;1;1F;1;1;1;19;;;0
322;04/10/1972;;1;1F;17;2;0;28;;;0
323;04/10/1972;;1;1F;45;1;3;4;;;0
324;04/10/1972;;1;1F;13;1;1;6;;;0
325;04/10/1972;;1;1F;44;1;1;7;;;0
326;04/10/1972;;1;1F;39;0;0;8;;;0
327;04/10/1972;;1;1F;22;0;0;12;;;0
328;04/10/1972;;1;1F;32;0;0;9;;;0
329;04/10/1972;;1;1F;20;1;1;2;;;0
330;04/10/1972;;1;1F;5;4;0;18;;;0
331;04/10/1972;;1;1F;30;2;0;3;;;0
332;05/10/1972;;1;1F;26;3;3;11;;;0
333;07/10/1972;;1;1F;20;0;1;11;;;0
334;07/10/1972;;1;1F;32;0;1;30;;;0
335;08/10/1972;;1;1F;3;5;0;18;;;0
336;08/10/1972;;1;1F;34;2;0;19;;;0
337;08/10/1972;;1;1F;9;0;0;2;;;0
338;08/10/1972;;1;1F;13;1;0;10;;;0
339;08/10/1972;;1;1F;12;1;2;8;;;0
340;08/10/1972;;1;1F;39;0;0;17;;;0
341;08/10/1972;;1;1F;4;2;2;5;;;0
342;08/10/1972;;1;1F;44;0;2;1;;;0
343;08/10/1972;;1;1F;45;3;2;6;;;0
344;08/10/1972;;1;1F;22;2;0;28;;;0
345;08/10/1972;;1;1F;26;1;2;7;;;0
346;11/10/1972;;1;1F;44;0;1;3;;;0
347;11/10/1972;;1;1F;5;2;0;2;;;0
348;11/10/1972;;1;1F;1;0;0;18;;;0
349;11/10/1972;;1;1F;34;0;0;30;;;0
350;11/10/1972;;1;1F;22;0;0;17;;;0
351;11/10/1972;;1;1F;32;2;0;19;;;0
352;11/10/1972;;1;1F;8;1;0;26;;;0
353;11/10/1972;;1;1F;45;0;0;11;;;0
354;11/10/1972;;1;1F;10;0;1;12;;;0
355;11/10/1972;;1;1F;39;1;0;28;;;0
356;11/10/1972;;1;1F;20;1;2;6;;;0
357;12/10/1972;;1;1F;7;0;1;4;;;0
358;12/10/1972;;1;1F;13;0;0;9;;;0
359;14/10/1972;;1;1F;18;1;0;45;;;0
360;14/10/1972;;1;1F;8;0;0;11;;;0
361;14/10/1972;;1;1F;2;3;2;1;;;0
362;14/10/1972;;1;1F;5;2;0;30;;;0
363;15/10/1972;;1;1F;39;0;1;32;;;0
364;15/10/1972;;1;1F;13;1;1;26;;;0
365;15/10/1972;;1;1F;4;1;0;19;;;0
366;15/10/1972;;1;1F;17;4;0;10;;;0
367;15/10/1972;;1;1F;20;3;0;44;;;0
368;15/10/1972;;1;1F;22;1;0;34;;;0
369;15/10/1972;;1;1F;12;0;0;6;;;0
370;15/10/1972;;1;1F;3;2;0;7;;;0
371;15/10/1972;;1;1F;9;0;0;28;;;0
372;18/10/1972;;1;1F;18;0;1;20;;;0
373;18/10/1972;;1;1F;45;0;0;13;;;0
374;18/10/1972;;1;1F;1;1;1;5;;;0
375;18/10/1972;;1;1F;17;2;1;8;;;0
376;18/10/1972;;1;1F;10;3;1;11;;;0
377;18/10/1972;;1;1F;7;2;2;19;;;0
378;18/10/1972;;1;1F;26;2;1;34;;;0
379;18/10/1972;;1;1F;3;0;3;4;;;0
380;18/10/1972;;1;1F;44;0;1;39;;;0
381;18/10/1972;;1;1F;32;1;1;22;;;0
382;19/10/1972;;1;1F;28;0;0;12;;;0
383;19/10/1972;;1;1F;30;0;2;2;;;0
384;19/10/1972;;1;1F;9;0;0;6;;;0
385;21/10/1972;;1;1F;3;1;0;19;;;0
386;21/10/1972;;1;1F;10;0;3;7;;;0
387;21/10/1972;;1;1F;17;3;3;30;;;0
388;21/10/1972;;1;1F;45;1;2;34;;;0
389;21/10/1972;;1;1F;44;0;2;18;;;0
390;21/10/1972;;1;1F;5;1;1;9;;;0
391;21/10/1972;;1;1F;8;0;1;4;;;0
392;21/10/1972;;1;1F;22;1;0;39;;;0
393;22/10/1972;;1;1F;11;0;0;6;;;0
394;22/10/1972;;1;1F;20;0;0;13;;;0
395;22/10/1972;;1;1F;12;1;1;2;;;0
396;22/10/1972;;1;1F;1;1;0;28;;;0
397;22/10/1972;;1;1F;32;4;0;26;;;0
398;25/10/1972;;1;1F;34;1;1;28;;;0
399;25/10/1972;;1;1F;32;0;0;17;;;0
400;25/10/1972;;1;1F;26;2;2;10;;;0
401;25/10/1972;;1;1F;4;0;1;2;;;0
402;25/10/1972;;1;1F;44;1;3;11;;;0
403;25/10/1972;;1;1F;22;1;4;19;;;0
404;25/10/1972;;1;1F;45;0;2;1;;;0
405;25/10/1972;;1;1F;39;0;1;30;;;0
406;25/10/1972;;1;1F;18;1;0;6;;;0
407;25/10/1972;;1;1F;12;1;0;5;;;0
408;25/10/1972;;1;1F;9;0;0;8;;;0
409;26/10/1972;;1;1F;13;1;0;7;;;0
410;26/10/1972;;1;1F;20;3;0;3;;;0
411;28/10/1972;;1;1F;18;1;2;11;;;0
412;28/10/1972;;1;1F;20;1;1;1;;;0
413;28/10/1972;;1;1F;12;0;0;4;;;0
414;29/10/1972;;1;1F;39;2;1;19;;;0
415;29/10/1972;;1;1F;10;2;1;5;;;0
416;29/10/1972;;1;1F;22;1;1;30;;;0
417;29/10/1972;;1;1F;32;0;0;28;;;0
418;29/10/1972;;1;1F;8;0;1;7;;;0
419;29/10/1972;;1;1F;34;1;2;17;;;0
420;29/10/1972;;1;1F;44;0;1;6;;;0
421;29/10/1972;;1;1F;26;2;3;9;;;0
422;29/10/1972;;1;1F;13;0;2;2;;;0
423;29/10/1972;;1;1F;45;1;1;3;;;0
424;01/11/1972;;1;1F;18;0;0;34;;;0
425;01/11/1972;;1;1F;9;0;1;30;;;0
426;01/11/1972;;1;1F;28;1;1;2;;;0
427;01/11/1972;;1;1F;26;1;1;45;;;0
428;01/11/1972;;1;1F;6;1;1;5;;;0
429;01/11/1972;;1;1F;17;2;0;7;;;0
430;01/11/1972;;1;1F;22;2;1;20;;;0
431;01/11/1972;;1;1F;44;3;0;32;;;0
432;01/11/1972;;1;1F;4;0;1;11;;;0
433;01/11/1972;;1;1F;39;0;1;13;;;0
434;02/11/1972;;1;1F;19;0;1;8;;;0
435;02/11/1972;;1;1F;1;0;1;12;;;0
436;02/11/1972;;1;1F;3;1;2;10;;;0
437;05/11/1972;;1;1F;34;0;0;4;;;0
438;05/11/1972;;1;1F;22;1;1;5;;;0
439;05/11/1972;;1;1F;3;2;0;6;;;0
440;05/11/1972;;1;1F;13;2;1;28;;;0
441;05/11/1972;;1;1F;45;2;3;9;;;0
442;05/11/1972;;1;1F;8;1;0;18;;;0
443;05/11/1972;;1;1F;39;0;1;7;;;0
444;05/11/1972;;1;1F;17;0;1;11;;;0
445;05/11/1972;;1;1F;20;0;6;10;;;0
446;05/11/1972;;1;1F;44;0;2;12;;;0
447;05/11/1972;;1;1F;32;1;1;2;;;0
448;05/11/1972;;1;1F;1;0;1;26;;;0
449;05/11/1972;;1;1F;19;1;0;30;;;0
450;08/11/1972;;1;1F;39;0;2;5;;;0
451;08/11/1972;;1;1F;13;1;3;3;;;0
452;08/11/1972;;1;1F;17;1;1;19;;;0
453;08/11/1972;;1;1F;26;3;2;6;;;0
454;08/11/1972;;1;1F;11;1;0;1;;;0
455;08/11/1972;;1;1F;44;0;2;8;;;0
456;08/11/1972;;1;1F;22;3;0;7;;;0
457;08/11/1972;;1;1F;32;0;2;4;;;0
458;08/11/1972;;1;1F;45;2;6;10;;;0
459;08/11/1972;;1;1F;30;3;0;28;;;0
460;08/11/1972;;1;1F;34;0;0;2;;;0
461;09/11/1972;;1;1F;18;2;0;12;;;0
462;09/11/1972;;1;1F;20;0;1;9;;;0
463;11/11/1972;;1;1F;28;2;0;8;;;0
464;11/11/1972;;1;1F;6;3;2;10;;;0
465;12/11/1972;;1;1F;7;0;0;30;;;0
466;12/11/1972;;1;1F;1;0;1;4;;;0
467;12/11/1972;;1;1F;20;2;2;32;;;0
468;12/11/1972;;1;1F;22;2;2;45;;;0
469;12/11/1972;;1;1F;44;0;0;34;;;0
470;12/11/1972;;1;1F;5;0;0;3;;;0
471;12/11/1972;;1;1F;13;0;0;18;;;0
472;12/11/1972;;1;1F;39;2;0;26;;;0
473;12/11/1972;;1;1F;19;2;0;2;;;0
474;12/11/1972;;1;1F;11;1;1;12;;;0
475;12/11/1972;;1;1F;17;1;1;9;;;0
476;15/11/1972;;1;1F;6;6;0;8;;;0
477;16/11/1972;;1;1F;17;1;0;12;;;0
478;16/11/1972;;1;1F;3;0;1;2;;;0
479;16/11/1972;;1;1F;5;2;0;19;;;0
480;16/11/1972;;1;1F;9;2;0;11;;;0
481;16/11/1972;;1;1F;39;3;4;20;;;0
482;16/11/1972;;1;1F;10;2;1;28;;;0
483;16/11/1972;;1;1F;7;2;0;1;;;0
484;16/11/1972;;1;1F;22;0;0;13;;;0
485;16/11/1972;;1;1F;4;2;0;30;;;0
486;16/11/1972;;1;1F;26;1;1;18;;;0
487;16/11/1972;;1;1F;45;0;3;44;;;0
488;16/11/1972;;1;1F;32;1;0;34;;;0
489;18/11/1972;;1;1F;9;1;1;3;;;0
490;18/11/1972;;1;1F;12;3;1;19;;;0
491;19/11/1972;;1;1F;6;2;1;7;;;0
492;19/11/1972;;1;1F;22;0;1;11;;;0
493;19/11/1972;;1;1F;34;2;3;20;;;0
494;19/11/1972;;1;1F;39;0;0;18;;;0
495;19/11/1972;;1;1F;26;2;4;2;;;0
496;19/11/1972;;1;1F;1;1;0;8;;;0
497;19/11/1972;;1;1F;45;1;1;32;;;0
498;19/11/1972;;1;1F;28;1;2;4;;;0
499;19/11/1972;;1;1F;17;2;3;5;;;0
500;19/11/1972;;1;1F;44;1;2;13;;;0
501;19/11/1972;;1;1F;10;2;0;30;;;0
502;21/11/1972;;1;1F;9;5;1;19;;;0
503;22/11/1972;;1;1F;12;0;0;13;;;0
504;22/11/1972;;1;1F;5;1;0;26;;;0
505;22/11/1972;;1;1F;32;0;1;1;;;0
506;22/11/1972;;1;1F;4;0;0;10;;;0
507;22/11/1972;;1;1F;39;0;3;11;;;0
508;22/11/1972;;1;1F;34;2;4;3;;;0
509;22/11/1972;;1;1F;22;0;0;6;;;0
510;22/11/1972;;1;1F;20;3;2;28;;;0
511;22/11/1972;;1;1F;45;0;3;17;;;0
512;22/11/1972;;1;1F;44;0;1;30;;;0
513;23/11/1972;;1;1F;2;0;0;8;;;0
514;23/11/1972;;1;1F;7;0;0;9;;;0
515;23/11/1972;;1;1F;18;0;0;19;;;0
516;24/11/1972;;1;1F;4;4;1;13;;;0
517;24/11/1972;;1;1F;20;1;1;17;;;0
